Date,Time_Start,Time_End,Time_Zone,Close,Net_Chg,Open,High,Low,Volume
1/5/18,15:30:00,16:00:00,UTC,62.702,-0.02,62.737,62.768,62.4,2271405
1/5/18,16:00:00,16:30:00,UTC,62.956,0.254,62.702,63,62.562,1672905
1/5/18,16:30:00,17:00:00,UTC,63.092,0.136,62.96,63.182,62.902,1080320
1/5/18,17:00:00,17:30:00,UTC,63.06,-0.032,63.068,63.246,62.948,1050960
1/5/18,17:30:00,18:00:00,UTC,63.394,0.334,63.04,63.448,62.968,840295
1/5/18,18:00:00,18:30:00,UTC,63.206,-0.188,63.392,63.418,63.074,787910
1/5/18,18:30:00,19:00:00,UTC,63.158,-0.048,63.205,63.386,63.066,807630
1/5/18,19:00:00,19:30:00,UTC,63.201,0.043,63.155,63.342,63.144,624580
1/5/18,19:30:00,20:00:00,UTC,63.248,0.047,63.196,63.26,63.122,655355
1/5/18,20:00:00,20:30:00,UTC,63.088,-0.16,63.248,63.296,63.06,854320
1/5/18,20:30:00,21:00:00,UTC,63.31,0.222,63.092,63.382,62.996,2520705
1/8/18,14:30:00,15:00:00,UTC,64.966,1.656,63.2,65.25,63.1,5855520
1/8/18,15:00:00,15:30:00,UTC,65.694,0.728,64.94,65.725,64.814,4197685
1/8/18,15:30:00,16:00:00,UTC,66.386,0.692,65.694,66.392,65.588,3624580
1/8/18,16:00:00,16:30:00,UTC,66.321,-0.065,66.387,66.45,65.846,2928135
1/8/18,16:30:00,17:00:00,UTC,66.792,0.471,66.302,66.8,66.26,3438385
1/8/18,17:00:00,17:30:00,UTC,67.27,0.478,66.788,67.404,66.718,3977880
1/8/18,17:30:00,18:00:00,UTC,67.118,-0.152,67.268,67.35,66.792,2787875
1/8/18,18:00:00,18:30:00,UTC,67.064,-0.054,67.128,67.14,66.792,1651540
1/8/18,18:30:00,19:00:00,UTC,67.211,0.147,67.074,67.318,66.943,1647315
1/8/18,19:00:00,19:30:00,UTC,67.18,-0.031,67.209,67.3,67.038,933480
1/8/18,19:30:00,20:00:00,UTC,66.851,-0.329,67.171,67.18,66.732,1645155
1/8/18,20:00:00,20:30:00,UTC,66.806,-0.045,66.849,67.033,66.8,1440735
1/8/18,20:30:00,21:00:00,UTC,67.282,0.476,66.813,67.294,66.67,5451715
1/9/18,14:30:00,15:00:00,UTC,66.022,-1.26,67.032,67.061,65.706,5655845
1/9/18,15:00:00,15:30:00,UTC,66.26,0.238,66.032,66.3,65.481,3736195
1/9/18,15:30:00,16:00:00,UTC,66.26,0,66.232,66.47,66,2218010
1/9/18,16:00:00,16:30:00,UTC,67.245,0.985,66.296,67.282,66.284,3656140
1/9/18,16:30:00,17:00:00,UTC,67.132,-0.113,67.245,67.245,66.812,2049490
1/9/18,17:00:00,17:30:00,UTC,67.541,0.409,67.13,67.76,66.924,2533220
1/9/18,17:30:00,18:00:00,UTC,67.217,-0.324,67.522,67.688,67.166,1492895
1/9/18,18:00:00,18:30:00,UTC,67.29,0.073,67.222,67.346,66.81,1179205
1/9/18,18:30:00,19:00:00,UTC,67.392,0.102,67.286,67.459,67.184,766390
1/9/18,19:00:00,19:30:00,UTC,67.176,-0.216,67.392,67.516,67.141,960460
1/9/18,19:30:00,20:00:00,UTC,67.154,-0.022,67.164,67.235,67.062,632855
1/9/18,20:00:00,20:30:00,UTC,67.188,0.034,67.138,67.336,67.102,636575
1/9/18,20:30:00,21:00:00,UTC,66.738,-0.45,67.162,67.35,66.676,2664760
1/10/18,14:30:00,15:00:00,UTC,66.824,0.086,66.44,67.4,66,4437550
1/10/18,15:00:00,15:30:00,UTC,66.944,0.12,66.804,67.048,66.476,1646275
1/10/18,15:30:00,16:00:00,UTC,66.718,-0.226,66.906,66.936,66.6,812760
1/10/18,16:00:00,16:30:00,UTC,66.968,0.25,66.734,67.014,66.67,1113975
1/10/18,16:30:00,17:00:00,UTC,66.764,-0.204,66.974,67.084,66.745,751220
1/10/18,17:00:00,17:30:00,UTC,66.56,-0.204,66.779,66.83,66.552,631820
1/10/18,17:30:00,18:00:00,UTC,66.617,0.057,66.57,66.762,66.558,543500
1/10/18,18:00:00,18:30:00,UTC,66.626,0.009,66.63,66.854,66.592,532835
1/10/18,18:30:00,19:00:00,UTC,66.808,0.182,66.606,66.836,66.606,425690
1/10/18,19:00:00,19:30:00,UTC,66.68,-0.128,66.812,67.06,66.646,1015245
1/10/18,19:30:00,20:00:00,UTC,66.662,-0.018,66.664,66.726,66.522,691345
1/10/18,20:00:00,20:30:00,UTC,66.762,0.1,66.656,66.811,66.614,594110
1/10/18,20:30:00,21:00:00,UTC,66.944,0.182,66.776,66.988,66.764,2027280
1/11/18,14:30:00,15:00:00,UTC,67.694,0.75,67.048,68.072,66.652,4700575
1/11/18,15:00:00,15:30:00,UTC,67.826,0.132,67.71,68.115,67.516,2385070
1/11/18,15:30:00,16:00:00,UTC,68.217,0.391,67.838,68.367,67.838,2636655
1/11/18,16:00:00,16:30:00,UTC,68.531,0.314,68.27,68.962,68.228,4062700
1/11/18,16:30:00,17:00:00,UTC,68.449,-0.082,68.532,68.69,68.308,1554920
1/11/18,17:00:00,17:30:00,UTC,68.625,0.176,68.46,68.631,68.248,1096700
1/11/18,17:30:00,18:00:00,UTC,68.216,-0.409,68.614,68.648,68.126,1175750
1/11/18,18:00:00,18:30:00,UTC,68.359,0.143,68.21,68.498,68.208,965415
1/11/18,18:30:00,19:00:00,UTC,68.442,0.083,68.376,68.6,68.308,863995
1/11/18,19:00:00,19:30:00,UTC,68.398,-0.044,68.44,68.468,68.32,610075
1/11/18,19:30:00,20:00:00,UTC,68.43,0.032,68.42,68.66,68.41,1349425
1/11/18,20:00:00,20:30:00,UTC,67.75,-0.68,68.42,68.506,67.622,2238885
1/11/18,20:30:00,21:00:00,UTC,67.586,-0.164,67.748,67.759,67.331,3268325
1/12/18,14:30:00,15:00:00,UTC,66.809,-0.777,67.726,68.082,66.746,3987785
1/12/18,15:00:00,15:30:00,UTC,67,0.191,66.812,67.18,66.8,1978540
1/12/18,15:30:00,16:00:00,UTC,67.354,0.354,67.018,67.84,67.01,1920065
1/12/18,16:00:00,16:30:00,UTC,67.278,-0.076,67.34,67.376,67.05,1163230
1/12/18,16:30:00,17:00:00,UTC,67.348,0.07,67.281,67.39,67.184,1028975
1/12/18,17:00:00,17:30:00,UTC,67.243,-0.105,67.36,67.48,67.174,1120745
1/12/18,17:30:00,18:00:00,UTC,67.273,0.03,67.249,67.306,67.027,922120
1/12/18,18:00:00,18:30:00,UTC,67.054,-0.219,67.269,67.317,66.978,711715
1/12/18,18:30:00,19:00:00,UTC,67.134,0.08,67.057,67.21,67.03,477900
1/12/18,19:00:00,19:30:00,UTC,67.16,0.026,67.134,67.34,67.08,789805
1/12/18,19:30:00,20:00:00,UTC,67.02,-0.14,67.156,67.18,66.734,1192115
1/12/18,20:00:00,20:30:00,UTC,67.196,0.176,67.03,67.3,67.023,1151110
1/12/18,20:30:00,21:00:00,UTC,67.244,0.048,67.18,67.418,66.982,2660065
1/16/18,14:30:00,15:00:00,UTC,68.082,0.838,67.508,68.207,67.202,3764405
1/16/18,15:00:00,15:30:00,UTC,68.446,0.364,68.084,69,68.084,4401940
1/16/18,15:30:00,16:00:00,UTC,68.214,-0.232,68.426,68.468,67.974,1772760
1/16/18,16:00:00,16:30:00,UTC,68.088,-0.126,68.2,68.41,68,1069770
1/16/18,16:30:00,17:00:00,UTC,68.23,0.142,68.083,68.438,68.072,743520
1/16/18,17:00:00,17:30:00,UTC,68.443,0.213,68.23,68.66,68.23,973645
1/16/18,17:30:00,18:00:00,UTC,68.2,-0.243,68.434,68.492,68.102,734295
1/16/18,18:00:00,18:30:00,UTC,68.006,-0.194,68.148,68.239,67.744,1218350
1/16/18,18:30:00,19:00:00,UTC,67.828,-0.178,68.022,68.12,67.762,825715
1/16/18,19:00:00,19:30:00,UTC,67.6,-0.228,67.822,67.88,67.45,1705580
1/16/18,19:30:00,20:00:00,UTC,67.212,-0.388,67.624,67.718,66.96,1709650
1/16/18,20:00:00,20:30:00,UTC,67.714,0.502,67.209,67.745,67.209,1250125
1/16/18,20:30:00,21:00:00,UTC,68.012,0.298,67.694,68.048,67.678,6213420
1/17/18,14:30:00,15:00:00,UTC,68.35,0.338,68.094,68.848,67.95,4077590
1/17/18,15:00:00,15:30:00,UTC,68.653,0.303,68.375,69,68.375,2743550
1/17/18,15:30:00,16:00:00,UTC,69.403,0.75,68.661,69.444,68.562,3532410
1/17/18,16:00:00,16:30:00,UTC,69.462,0.059,69.402,69.6,69.09,3205125
1/17/18,16:30:00,17:00:00,UTC,69.242,-0.22,69.472,69.8,69.184,2715855
1/17/18,17:00:00,17:30:00,UTC,69.151,-0.091,69.25,69.448,69.04,1275615
1/17/18,17:30:00,18:00:00,UTC,69.366,0.215,69.132,69.416,68.872,1211640
1/17/18,18:00:00,18:30:00,UTC,69.376,0.01,69.381,69.44,69.224,631720
1/17/18,18:30:00,19:00:00,UTC,69.462,0.086,69.378,69.571,69.12,1055790
1/17/18,19:00:00,19:30:00,UTC,69.3,-0.162,69.46,69.52,69.244,668190
1/17/18,19:30:00,20:00:00,UTC,69.426,0.126,69.263,69.538,69.25,727575
1/17/18,20:00:00,20:30:00,UTC,69.162,-0.264,69.418,69.56,69.008,1300035
1/17/18,20:30:00,21:00:00,UTC,69.432,0.27,69.162,69.584,69.1,3549390
1/18/18,14:30:00,15:00:00,UTC,70.316,0.884,69.134,70.46,68.802,5672540
1/18/18,15:00:00,15:30:00,UTC,70.082,-0.234,70.333,70.358,69.502,2467830
1/18/18,15:30:00,16:00:00,UTC,69.976,-0.106,70.094,70.228,69.82,1515855
1/18/18,16:00:00,16:30:00,UTC,70.232,0.256,69.985,70.31,69.928,1142555
1/18/18,16:30:00,17:00:00,UTC,70.106,-0.126,70.23,70.348,69.926,1119645
1/18/18,17:00:00,17:30:00,UTC,70.242,0.136,70.106,70.276,70.002,736390
1/18/18,17:30:00,18:00:00,UTC,70.038,-0.204,70.236,70.3,69.984,931720
1/18/18,18:00:00,18:30:00,UTC,69.996,-0.042,70.056,70.156,69.866,743260
1/18/18,18:30:00,19:00:00,UTC,69.499,-0.497,69.978,70.046,69.48,945695
1/18/18,19:00:00,19:30:00,UTC,69.632,0.133,69.492,69.682,69.236,1698705
1/18/18,19:30:00,20:00:00,UTC,69.482,-0.15,69.626,69.638,69.344,833080
1/18/18,20:00:00,20:30:00,UTC,69.459,-0.023,69.48,69.62,69.306,984140
1/18/18,20:30:00,21:00:00,UTC,68.914,-0.545,69.464,69.464,68.748,3390140
1/19/18,14:30:00,15:00:00,UTC,69.363,0.449,69,69.568,68.602,3236845
1/19/18,15:00:00,15:30:00,UTC,68.766,-0.597,69.36,69.368,68.52,1741795
1/19/18,15:30:00,16:00:00,UTC,69.019,0.253,68.79,69.22,68.734,1164930
1/19/18,16:00:00,16:30:00,UTC,69.24,0.221,69.021,69.372,68.724,1426700
1/19/18,16:30:00,17:00:00,UTC,69.322,0.082,69.24,69.67,69.212,1954965
1/19/18,17:00:00,17:30:00,UTC,69.142,-0.18,69.346,69.536,69.118,769190
1/19/18,17:30:00,18:00:00,UTC,69.148,0.006,69.138,69.328,69.09,661855
1/19/18,18:00:00,18:30:00,UTC,69.206,0.058,69.13,69.286,69.106,418325
1/19/18,18:30:00,19:00:00,UTC,69.312,0.106,69.206,69.354,69.148,503020
1/19/18,19:00:00,19:30:00,UTC,69.268,-0.044,69.32,69.45,69.208,596040
1/19/18,19:30:00,20:00:00,UTC,69.836,0.568,69.268,69.882,69.265,1507740
1/19/18,20:00:00,20:30:00,UTC,69.864,0.028,69.872,70.118,69.784,2186140
1/19/18,20:30:00,21:00:00,UTC,70.004,0.14,69.888,70.024,69.808,2813415
1/22/18,14:30:00,15:00:00,UTC,70.662,0.658,69.88,70.77,69.84,4423250
1/22/18,15:00:00,15:30:00,UTC,71.105,0.443,70.658,71.4,70.534,3750250
1/22/18,15:30:00,16:00:00,UTC,71.207,0.102,71.094,71.4,71,2228980
1/22/18,16:00:00,16:30:00,UTC,71.206,-0.001,71.222,71.566,71.18,2215140
1/22/18,16:30:00,17:00:00,UTC,71.235,0.029,71.206,71.34,71.05,963035
1/22/18,17:00:00,17:30:00,UTC,71.214,-0.021,71.22,71.286,70.919,1011510
1/22/18,17:30:00,18:00:00,UTC,70.826,-0.388,71.2,71.298,70.812,1129280
1/22/18,18:00:00,18:30:00,UTC,70.819,-0.007,70.822,70.97,70.74,1173320
1/22/18,18:30:00,19:00:00,UTC,70.806,-0.013,70.805,70.98,70.752,1189075
1/22/18,19:00:00,19:30:00,UTC,70.52,-0.286,70.802,70.812,70.452,1353280
1/22/18,19:30:00,20:00:00,UTC,70.555,0.035,70.512,70.696,70.38,1158885
1/22/18,20:00:00,20:30:00,UTC,70.49,-0.065,70.547,70.692,70.34,832385
1/22/18,20:30:00,21:00:00,UTC,70.312,-0.178,70.486,70.537,70.16,3150585
1/23/18,14:30:00,15:00:00,UTC,71.004,0.692,72,72.1,70.894,5599740
1/23/18,15:00:00,15:30:00,UTC,70.944,-0.06,71.038,71.13,70.66,2124635
1/23/18,15:30:00,16:00:00,UTC,70.729,-0.215,70.926,70.934,70.2,2522780
1/23/18,16:00:00,16:30:00,UTC,70.857,0.128,70.752,71.074,70.582,1819085
1/23/18,16:30:00,17:00:00,UTC,70.956,0.099,70.872,71.138,70.809,1220960
1/23/18,17:00:00,17:30:00,UTC,70.886,-0.07,70.992,71.162,70.8,897255
1/23/18,17:30:00,18:00:00,UTC,70.468,-0.418,70.88,70.986,70.468,1009010
1/23/18,18:00:00,18:30:00,UTC,70.615,0.147,70.496,70.652,70.428,993280
1/23/18,18:30:00,19:00:00,UTC,70.758,0.143,70.602,70.8,70.517,593335
1/23/18,19:00:00,19:30:00,UTC,70.712,-0.046,70.782,70.932,70.62,762860
1/23/18,19:30:00,20:00:00,UTC,70.83,0.118,70.712,70.94,70.674,565650
1/23/18,20:00:00,20:30:00,UTC,70.54,-0.29,70.802,70.804,70.482,916930
1/23/18,20:30:00,21:00:00,UTC,70.558,0.018,70.538,70.704,70.494,2058815
1/24/18,14:30:00,15:00:00,UTC,70.394,-0.164,70.916,70.95,69.6,4278910
1/24/18,15:00:00,15:30:00,UTC,70.048,-0.346,70.354,70.55,69.96,1677385
1/24/18,15:30:00,16:00:00,UTC,70.16,0.112,70.046,70.584,70.022,1681655
1/24/18,16:00:00,16:30:00,UTC,69.462,-0.698,70.16,70.182,69.342,2669810
1/24/18,16:30:00,17:00:00,UTC,69.548,0.086,69.463,69.756,69.06,2073050
1/24/18,17:00:00,17:30:00,UTC,69.396,-0.152,69.548,69.574,69.284,905200
1/24/18,17:30:00,18:00:00,UTC,69.22,-0.176,69.363,69.484,69.124,857745
1/24/18,18:00:00,18:30:00,UTC,68.906,-0.314,69.232,69.274,68.704,1539040
1/24/18,18:30:00,19:00:00,UTC,69.158,0.252,68.934,69.374,68.9,1051205
1/24/18,19:00:00,19:30:00,UTC,69.28,0.122,69.151,69.354,69,594370
1/24/18,19:30:00,20:00:00,UTC,69.256,-0.024,69.313,69.457,69.22,646130
1/24/18,20:00:00,20:30:00,UTC,69.258,0.002,69.276,69.375,69.104,627145
1/24/18,20:30:00,21:00:00,UTC,69.178,-0.08,69.278,69.424,69.084,2186435
1/25/18,14:30:00,15:00:00,UTC,68.816,-0.362,69.654,69.84,68.72,2947535
1/25/18,15:00:00,15:30:00,UTC,69.001,0.185,68.824,69.282,68.6,1505725
1/25/18,15:30:00,16:00:00,UTC,69.076,0.075,69,69.342,68.917,956875
1/25/18,16:00:00,16:30:00,UTC,69.472,0.396,69.064,69.516,68.926,1369505
1/25/18,16:30:00,17:00:00,UTC,69.661,0.189,69.5,69.77,69.214,1285940
1/25/18,17:00:00,17:30:00,UTC,69.363,-0.298,69.664,69.702,69.26,704400
1/25/18,17:30:00,18:00:00,UTC,69.093,-0.27,69.336,69.394,69.028,753385
1/25/18,18:00:00,18:30:00,UTC,68.986,-0.107,69.068,69.16,68.834,741005
1/25/18,18:30:00,19:00:00,UTC,69.102,0.116,68.994,69.276,68.99,550815
1/25/18,19:00:00,19:30:00,UTC,68.967,-0.135,69.126,69.169,68.892,511325
1/25/18,19:30:00,20:00:00,UTC,67.496,-1.471,69.018,69.052,67.376,6672545
1/25/18,20:00:00,20:30:00,UTC,67.89,0.394,67.502,68.09,67.3,3398865
1/25/18,20:30:00,21:00:00,UTC,67.528,-0.362,67.878,67.89,67.28,5597825
1/26/18,14:30:00,15:00:00,UTC,67.892,0.364,68.3,68.373,67.142,4948690
1/26/18,15:00:00,15:30:00,UTC,68.071,0.179,67.878,68.314,67.83,1994800
1/26/18,15:30:00,16:00:00,UTC,68.031,-0.04,68.09,68.45,67.966,1949000
1/26/18,16:00:00,16:30:00,UTC,68.092,0.061,68.04,68.318,68.036,800060
1/26/18,16:30:00,17:00:00,UTC,67.892,-0.2,68.1,68.186,67.866,582975
1/26/18,17:00:00,17:30:00,UTC,67.887,-0.005,67.914,68.02,67.686,995430
1/26/18,17:30:00,18:00:00,UTC,68.012,0.125,67.868,68.036,67.83,436165
1/26/18,18:00:00,18:30:00,UTC,67.98,-0.032,68.022,68.156,67.95,358690
1/26/18,18:30:00,19:00:00,UTC,68.164,0.184,67.988,68.332,67.97,648545
1/26/18,19:00:00,19:30:00,UTC,67.96,-0.204,68.176,68.22,67.96,633220
1/26/18,19:30:00,20:00:00,UTC,68.138,0.178,67.96,68.208,67.902,351180
1/26/18,20:00:00,20:30:00,UTC,68.541,0.403,68.15,68.624,68.079,1406325
1/26/18,20:30:00,21:00:00,UTC,68.57,0.029,68.54,68.8,68.412,2142290
1/29/18,14:30:00,15:00:00,UTC,68.182,-0.388,67.97,68.76,67.656,2138895
1/29/18,15:00:00,15:30:00,UTC,68.549,0.367,68.14,68.66,68.06,1569275
1/29/18,15:30:00,16:00:00,UTC,68.309,-0.24,68.556,68.608,68.116,887050
1/29/18,16:00:00,16:30:00,UTC,68.65,0.341,68.336,68.69,68.104,938515
1/29/18,16:30:00,17:00:00,UTC,68.914,0.264,68.661,69.056,68.48,1349130
1/29/18,17:00:00,17:30:00,UTC,68.998,0.084,68.937,69.22,68.71,1046500
1/29/18,17:30:00,18:00:00,UTC,69.297,0.299,69.01,69.374,68.89,1716640
1/29/18,18:00:00,18:30:00,UTC,69.478,0.181,69.31,69.694,69.29,1436055
1/29/18,18:30:00,19:00:00,UTC,69.73,0.252,69.485,69.874,69.432,986735
1/29/18,19:00:00,19:30:00,UTC,69.55,-0.18,69.729,69.8,69.468,692350
1/29/18,19:30:00,20:00:00,UTC,69.9,0.35,69.572,69.996,69.552,1157500
1/29/18,20:00:00,20:30:00,UTC,69.8,-0.1,69.926,70.056,69.772,1395625
1/29/18,20:30:00,21:00:00,UTC,69.906,0.106,69.804,70.17,69.78,3081780
1/30/18,14:30:00,15:00:00,UTC,68.804,-1.102,69.028,69.648,68.782,3507920
1/30/18,15:00:00,15:30:00,UTC,69.252,0.448,68.826,69.308,68.434,2854810
1/30/18,15:30:00,16:00:00,UTC,69.26,0.008,69.238,69.426,68.808,1273780
1/30/18,16:00:00,16:30:00,UTC,69.079,-0.181,69.248,69.348,69.01,797230
1/30/18,16:30:00,17:00:00,UTC,69.2,0.121,69.046,69.45,68.934,1001375
1/30/18,17:00:00,17:30:00,UTC,69.41,0.21,69.184,69.624,69.13,852100
1/30/18,17:30:00,18:00:00,UTC,69.443,0.033,69.406,69.654,69.374,696115
1/30/18,18:00:00,18:30:00,UTC,69.242,-0.201,69.45,69.478,69.1,787480
1/30/18,18:30:00,19:00:00,UTC,69.472,0.23,69.213,69.544,69.182,624805
1/30/18,19:00:00,19:30:00,UTC,69.42,-0.052,69.466,69.529,69.29,584385
1/30/18,19:30:00,20:00:00,UTC,69.266,-0.154,69.369,69.44,69.23,487015
1/30/18,20:00:00,20:30:00,UTC,69.342,0.076,69.266,69.384,69.2,476430
1/30/18,20:30:00,21:00:00,UTC,69.164,-0.178,69.34,69.374,69.134,2681740
1/31/18,14:30:00,15:00:00,UTC,69.412,0.248,69.502,69.736,69.038,2423010
1/31/18,15:00:00,15:30:00,UTC,69.498,0.086,69.414,69.552,69.162,981000
1/31/18,15:30:00,16:00:00,UTC,70.572,1.074,69.5,70.594,69.466,2765095
1/31/18,16:00:00,16:30:00,UTC,70.272,-0.3,70.569,70.574,70.178,1336495
1/31/18,16:30:00,17:00:00,UTC,70.832,0.56,70.276,70.874,70.14,1977180
1/31/18,17:00:00,17:30:00,UTC,71.126,0.294,70.82,71.204,70.742,2080360
1/31/18,17:30:00,18:00:00,UTC,71.13,0.004,71.128,71.214,71,1138390
1/31/18,18:00:00,18:30:00,UTC,70.953,-0.177,71.153,71.238,70.84,1340170
1/31/18,18:30:00,19:00:00,UTC,70.974,0.021,70.958,70.984,70.594,1012390
1/31/18,19:00:00,19:30:00,UTC,70.698,-0.276,70.984,71.054,70.654,893065
1/31/18,19:30:00,20:00:00,UTC,70.646,-0.052,70.712,70.848,70.314,1097870
1/31/18,20:00:00,20:30:00,UTC,70.484,-0.162,70.624,70.692,70.2,927880
1/31/18,20:30:00,21:00:00,UTC,70.892,0.408,70.484,70.994,70.47,3678475
2/1/18,14:30:00,15:00:00,UTC,71.179,0.287,70.2,71.56,69.986,2814195
2/1/18,15:00:00,15:30:00,UTC,70.95,-0.229,71.184,71.4,70.856,1151385
2/1/18,15:30:00,16:00:00,UTC,71.024,0.074,70.957,71.932,70.85,3355785
2/1/18,16:00:00,16:30:00,UTC,70.741,-0.283,71.075,71.2,70.486,1567585
2/1/18,16:30:00,17:00:00,UTC,70.67,-0.071,70.749,70.808,70.36,918465
2/1/18,17:00:00,17:30:00,UTC,70.271,-0.399,70.672,70.72,70.232,510510
2/1/18,17:30:00,18:00:00,UTC,70.4,0.129,70.267,70.458,70.104,626600
2/1/18,18:00:00,18:30:00,UTC,70.428,0.028,70.384,70.692,70.384,786940
2/1/18,18:30:00,19:00:00,UTC,70.324,-0.104,70.448,70.562,70.228,411635
2/1/18,19:00:00,19:30:00,UTC,70.21,-0.114,70.298,70.414,69.884,683820
2/1/18,19:30:00,20:00:00,UTC,70.33,0.12,70.22,70.398,70.1,392390
2/1/18,20:00:00,20:30:00,UTC,70.228,-0.102,70.33,70.478,70.222,501675
2/1/18,20:30:00,21:00:00,UTC,69.85,-0.378,70.218,70.256,69.726,2325605
2/2/18,14:30:00,15:00:00,UTC,69.224,-0.626,69.688,70.39,69.1,2105300
2/2/18,15:00:00,15:30:00,UTC,69.26,0.036,69.21,69.606,68.8,1795350
2/2/18,15:30:00,16:00:00,UTC,69.564,0.304,69.312,69.798,69.227,860765
2/2/18,16:00:00,16:30:00,UTC,69.217,-0.347,69.562,69.616,69.162,613470
2/2/18,16:30:00,17:00:00,UTC,68.912,-0.305,69.196,69.31,68.9,736220
2/2/18,17:00:00,17:30:00,UTC,69.322,0.41,68.948,69.322,68.8,782775
2/2/18,17:30:00,18:00:00,UTC,69.216,-0.106,69.318,69.466,69.066,463470
2/2/18,18:00:00,18:30:00,UTC,68.9,-0.316,69.204,69.36,68.8,930855
2/2/18,18:30:00,19:00:00,UTC,68.78,-0.12,68.88,68.922,68.542,612570
2/2/18,19:00:00,19:30:00,UTC,68.5,-0.28,68.769,68.784,68.479,659390
2/2/18,19:30:00,20:00:00,UTC,68.45,-0.05,68.498,68.858,68.262,1040695
2/2/18,20:00:00,20:30:00,UTC,68.534,0.084,68.45,68.68,68.102,1046830
2/2/18,20:30:00,21:00:00,UTC,68.75,0.216,68.526,68.8,68.418,2391925
2/5/18,14:30:00,15:00:00,UTC,68.118,-0.632,67.594,68.242,67.16,3183600
2/5/18,15:00:00,15:30:00,UTC,68.514,0.396,68.138,68.894,67.939,1554285
2/5/18,15:30:00,16:00:00,UTC,68.1,-0.414,68.543,68.602,68.03,787490
