Date,Time_Start,Time_End,Time_Zone,Close,Net_Chg,Open,High,Low,Volume
1/5/18,20:00:00,20:30:00,UTC,273.1,0.25,272.85,273.11,272.83,2791100
1/5/18,20:30:00,21:00:00,UTC,273.4,0.3,273.093,273.56,273.09,20346378
1/8/18,14:30:00,15:00:00,UTC,273.34,-0.06,273.31,273.47,272.98,4890520
1/8/18,15:00:00,15:30:00,UTC,273.39,0.05,273.342,273.43,273.1,2272392
1/8/18,15:30:00,16:00:00,UTC,273.35,-0.04,273.385,273.47,273.21,1568632
1/8/18,16:00:00,16:30:00,UTC,273.51,0.16,273.34,273.57,273.3,1452282
1/8/18,16:30:00,17:00:00,UTC,273.46,-0.05,273.5,273.62,273.41,1412511
1/8/18,17:00:00,17:30:00,UTC,273.585,0.125,273.45,273.64,273.43,1025012
1/8/18,17:30:00,18:00:00,UTC,273.65,0.065,273.586,273.67,273.493,1181805
1/8/18,18:00:00,18:30:00,UTC,273.98,0.33,273.65,274,273.65,2631975
1/8/18,18:30:00,19:00:00,UTC,273.95,-0.03,273.98,273.995,273.88,1689508
1/8/18,19:00:00,19:30:00,UTC,273.94,-0.01,273.96,274.04,273.92,1322084
1/8/18,19:30:00,20:00:00,UTC,274.02,0.08,273.938,274.04,273.87,1839121
1/8/18,20:00:00,20:30:00,UTC,273.82,-0.2,274.03,274.07,273.79,3057748
1/8/18,20:30:00,21:00:00,UTC,273.91,0.09,273.825,274.1,273.77,16927853
1/9/18,14:30:00,15:00:00,UTC,274.24,0.33,274.4,274.64,274.09,6444304
1/9/18,15:00:00,15:30:00,UTC,274.6,0.36,274.23,274.63,274.12,3047390
1/9/18,15:30:00,16:00:00,UTC,274.38,-0.22,274.6,274.67,274.11,2290424
1/9/18,16:00:00,16:30:00,UTC,275.005,0.625,274.38,275.13,274.37,3566939
1/9/18,16:30:00,17:00:00,UTC,274.939,-0.066,275.005,275.05,274.8,2420948
1/9/18,17:00:00,17:30:00,UTC,274.825,-0.114,274.93,275.02,274.78,1657179
1/9/18,17:30:00,18:00:00,UTC,274.96,0.135,274.82,275.085,274.78,1502223
1/9/18,18:00:00,18:30:00,UTC,275.21,0.25,274.965,275.21,274.965,1594648
1/9/18,18:30:00,19:00:00,UTC,275.21,0,275.21,275.23,275.11,1257382
1/9/18,19:00:00,19:30:00,UTC,274.89,-0.32,275.205,275.25,274.83,2889149
1/9/18,19:30:00,20:00:00,UTC,274.94,0.05,274.88,275.065,274.79,1768489
1/9/18,20:00:00,20:30:00,UTC,274.61,-0.33,274.935,274.99,274.6,2284783
1/9/18,20:30:00,21:00:00,UTC,274.53,-0.08,274.61,275.02,274.33,10986452
1/10/18,14:30:00,15:00:00,UTC,273.375,-1.155,273.68,273.94,272.92,7130885
1/10/18,15:00:00,15:30:00,UTC,273.62,0.245,273.38,273.85,273.13,3754782
1/10/18,15:30:00,16:00:00,UTC,273.77,0.15,273.62,274.06,273.47,3092109
1/10/18,16:00:00,16:30:00,UTC,273.82,0.05,273.77,274.1,273.77,2499916
1/10/18,16:30:00,17:00:00,UTC,274.035,0.215,273.82,274.21,273.82,2315024
1/10/18,17:00:00,17:30:00,UTC,274.04,0.005,274.03,274.18,273.84,1642248
1/10/18,17:30:00,18:00:00,UTC,274.23,0.19,274.04,274.25,274.03,1432283
1/10/18,18:00:00,18:30:00,UTC,274.15,-0.08,274.22,274.29,274.03,2249003
1/10/18,18:30:00,19:00:00,UTC,274.28,0.13,274.145,274.42,273.63,1475699
1/10/18,19:00:00,19:30:00,UTC,273.77,-0.51,274.285,274.34,273.7,2953878
1/10/18,19:30:00,20:00:00,UTC,273.85,0.08,273.76,273.95,273.64,2409230
1/10/18,20:00:00,20:30:00,UTC,273.805,-0.045,273.86,274.08,273.67,3792345
1/10/18,20:30:00,21:00:00,UTC,274.08,0.275,273.81,274.19,273.78,8028070
1/11/18,14:30:00,15:00:00,UTC,275.07,0.99,274.75,275.07,274.56,4170281
1/11/18,15:00:00,15:30:00,UTC,274.86,-0.21,275.07,275.24,274.74,3354034
1/11/18,15:30:00,16:00:00,UTC,275.115,0.255,274.87,275.12,274.64,2778012
1/11/18,16:00:00,16:30:00,UTC,275.07,-0.045,275.12,275.333,275.06,2722381
1/11/18,16:30:00,17:00:00,UTC,275.2,0.13,275.07,275.2,274.99,1513307
1/11/18,17:00:00,17:30:00,UTC,275.37,0.17,275.196,275.44,275.13,1705936
1/11/18,17:30:00,18:00:00,UTC,275.66,0.29,275.37,275.75,275.366,3280816
1/11/18,18:00:00,18:30:00,UTC,275.665,0.005,275.67,275.83,275.57,2166043
1/11/18,18:30:00,19:00:00,UTC,275.55,-0.115,275.68,275.69,275.52,1558731
1/11/18,19:00:00,19:30:00,UTC,275.58,0.03,275.555,275.59,275.48,1472722
1/11/18,19:30:00,20:00:00,UTC,275.59,0.01,275.575,275.64,275.49,1366956
1/11/18,20:00:00,20:30:00,UTC,275.73,0.14,275.59,275.83,275.55,2912335
1/11/18,20:30:00,21:00:00,UTC,276.09,0.36,275.739,276.12,275.61,11906657
1/12/18,14:30:00,15:00:00,UTC,277.03,0.94,276.42,277.03,276.27,4978147
1/12/18,15:00:00,15:30:00,UTC,277.17,0.14,277.025,277.19,276.829,3611638
1/12/18,15:30:00,16:00:00,UTC,277.63,0.46,277.17,277.81,277.11,4981500
1/12/18,16:00:00,16:30:00,UTC,277.385,-0.245,277.63,277.68,277.15,4230394
1/12/18,16:30:00,17:00:00,UTC,277.63,0.245,277.39,277.63,277.32,1793050
1/12/18,17:00:00,17:30:00,UTC,277.49,-0.14,277.635,277.71,277.47,2524064
1/12/18,17:30:00,18:00:00,UTC,277.66,0.17,277.491,277.67,277.36,2584412
1/12/18,18:00:00,18:30:00,UTC,277.55,-0.11,277.66,277.72,277.44,1985602
1/12/18,18:30:00,19:00:00,UTC,277.715,0.165,277.545,277.82,277.51,1840666
1/12/18,19:00:00,19:30:00,UTC,277.88,0.165,277.715,277.89,277.655,3279829
1/12/18,19:30:00,20:00:00,UTC,277.75,-0.13,277.885,277.92,277.53,5415871
1/12/18,20:00:00,20:30:00,UTC,277.64,-0.11,277.76,277.895,277.39,3186222
1/12/18,20:30:00,21:00:00,UTC,277.91,0.27,277.64,278.11,277.63,15659298
1/16/18,14:30:00,15:00:00,UTC,280,2.09,279.35,280.09,279.28,7675995
1/16/18,15:00:00,15:30:00,UTC,279.64,-0.36,280.01,280.01,279.54,4443539
1/16/18,15:30:00,16:00:00,UTC,278.76,-0.88,279.64,279.645,278.67,6104284
1/16/18,16:00:00,16:30:00,UTC,278.91,0.15,278.755,278.94,278.335,4961462
1/16/18,16:30:00,17:00:00,UTC,278.49,-0.42,278.91,279.03,278.31,4079231
1/16/18,17:00:00,17:30:00,UTC,278.62,0.13,278.5,278.89,278.47,2036363
1/16/18,17:30:00,18:00:00,UTC,278.305,-0.315,278.63,278.637,278.25,2335012
1/16/18,18:00:00,18:30:00,UTC,278.35,0.045,278.31,278.535,278.15,2229464
1/16/18,18:30:00,19:00:00,UTC,277.71,-0.64,278.35,278.39,277.61,3273693
1/16/18,19:00:00,19:30:00,UTC,276.975,-0.735,277.71,277.79,276.9,6830447
1/16/18,19:30:00,20:00:00,UTC,276.79,-0.185,276.975,277.23,276.18,7594268
1/16/18,20:00:00,20:30:00,UTC,277.48,0.69,276.79,277.55,276.76,7279410
1/16/18,20:30:00,21:00:00,UTC,277.05,-0.43,277.47,277.59,276.86,12512244
1/17/18,14:30:00,15:00:00,UTC,277.272,0.222,278.03,278.07,277.19,6801839
1/17/18,15:00:00,15:30:00,UTC,277.63,0.358,277.28,278,277.28,4427289
1/17/18,15:30:00,16:00:00,UTC,277.93,0.3,277.63,277.98,277.58,2212904
1/17/18,16:00:00,16:30:00,UTC,278.28,0.35,277.93,278.48,277.78,3570502
1/17/18,16:30:00,17:00:00,UTC,278.42,0.14,278.27,278.465,278.25,4009937
1/17/18,17:00:00,17:30:00,UTC,278.64,0.22,278.42,278.71,278.4,1805934
1/17/18,17:30:00,18:00:00,UTC,279.02,0.38,278.65,279.05,278.63,3628997
1/17/18,18:00:00,18:30:00,UTC,279.075,0.055,279.02,279.195,278.93,2545894
1/17/18,18:30:00,19:00:00,UTC,279.175,0.1,279.07,279.31,279.03,2657097
1/17/18,19:00:00,19:30:00,UTC,279.495,0.32,279.175,279.66,279.175,4953808
1/17/18,19:30:00,20:00:00,UTC,279.81,0.315,279.5,279.87,279.49,5319442
1/17/18,20:00:00,20:30:00,UTC,279.64,-0.17,279.81,280.05,279.6,6178039
1/17/18,20:30:00,21:00:00,UTC,279.61,-0.03,279.64,279.96,279.33,17553785
1/18/18,14:30:00,15:00:00,UTC,279.625,0.015,279.48,279.825,279.16,4934391
1/18/18,15:00:00,15:30:00,UTC,279.095,-0.53,279.63,279.66,278.76,5370934
1/18/18,15:30:00,16:00:00,UTC,279.08,-0.015,279.09,279.37,279.04,2709381
1/18/18,16:00:00,16:30:00,UTC,279.03,-0.05,279.07,279.5,278.87,4342530
1/18/18,16:30:00,17:00:00,UTC,278.91,-0.12,279.035,279.245,278.58,3216523
1/18/18,17:00:00,17:30:00,UTC,279.25,0.34,278.92,279.3,278.87,3398788
1/18/18,17:30:00,18:00:00,UTC,279.23,-0.02,279.25,279.35,279.15,1840973
1/18/18,18:00:00,18:30:00,UTC,279.165,-0.065,279.22,279.36,278.96,1723912
1/18/18,18:30:00,19:00:00,UTC,279.44,0.275,279.17,279.48,279.08,2240783
1/18/18,19:00:00,19:30:00,UTC,279.79,0.35,279.45,279.82,279.39,8330892
1/18/18,19:30:00,20:00:00,UTC,279.655,-0.135,279.8,279.96,279.55,4526726
1/18/18,20:00:00,20:30:00,UTC,279.325,-0.33,279.64,279.72,279.28,2844970
1/18/18,20:30:00,21:00:00,UTC,279.18,-0.145,279.33,279.34,278.86,16627969
1/19/18,14:30:00,15:00:00,UTC,279.75,0.57,279.8,279.99,279.65,7510178
1/19/18,15:00:00,15:30:00,UTC,279.88,0.13,279.75,279.96,279.24,4517519
1/19/18,15:30:00,16:00:00,UTC,279.5,-0.38,279.88,279.94,279.35,3323761
1/19/18,16:00:00,16:30:00,UTC,279.62,0.12,279.502,279.68,279.14,2636112
1/19/18,16:30:00,17:00:00,UTC,279.41,-0.21,279.63,279.7,279.32,3109889
1/19/18,17:00:00,17:30:00,UTC,279.596,0.186,279.41,279.64,279.39,1633309
1/19/18,17:30:00,18:00:00,UTC,279.64,0.044,279.59,279.8,279.5,1397274
1/19/18,18:00:00,18:30:00,UTC,279.665,0.025,279.632,279.69,279.43,1515832
1/19/18,18:30:00,19:00:00,UTC,279.58,-0.085,279.665,279.69,279.45,1792101
1/19/18,19:00:00,19:30:00,UTC,279.94,0.36,279.585,280.07,279.55,4281080
1/19/18,19:30:00,20:00:00,UTC,279.97,0.03,279.954,280.15,279.94,3585964
1/19/18,20:00:00,20:30:00,UTC,280.31,0.34,279.97,280.32,279.84,4704033
1/19/18,20:30:00,21:00:00,UTC,280.39,0.08,280.31,280.41,280.08,17581605
1/22/18,14:30:00,15:00:00,UTC,280.66,0.27,280.17,280.76,280.11,3579507
1/22/18,15:00:00,15:30:00,UTC,281.32,0.66,280.66,281.43,280.59,5081995
1/22/18,15:30:00,16:00:00,UTC,280.99,-0.33,281.33,281.39,280.98,4164810
1/22/18,16:00:00,16:30:00,UTC,280.92,-0.07,280.98,281.265,280.92,2698163
1/22/18,16:30:00,17:00:00,UTC,281.42,0.5,280.925,281.49,280.89,2435559
1/22/18,17:00:00,17:30:00,UTC,281.74,0.32,281.42,281.8,281.35,3123986
1/22/18,17:30:00,18:00:00,UTC,281.71,-0.03,281.74,281.96,281.705,2815390
1/22/18,18:00:00,18:30:00,UTC,281.76,0.05,281.72,281.88,281.611,1666854
1/22/18,18:30:00,19:00:00,UTC,281.82,0.06,281.77,281.89,281.68,1977610
1/22/18,19:00:00,19:30:00,UTC,281.63,-0.19,281.82,281.865,281.45,1999630
1/22/18,19:30:00,20:00:00,UTC,281.71,0.08,281.62,281.87,281.59,1665831
1/22/18,20:00:00,20:30:00,UTC,281.91,0.2,281.71,281.98,281.68,2723599
1/22/18,20:30:00,21:00:00,UTC,282.67,0.76,281.91,282.69,281.83,25121255
1/23/18,14:30:00,15:00:00,UTC,282.6,-0.07,282.74,283.31,282.37,8512589
1/23/18,15:00:00,15:30:00,UTC,282.96,0.36,282.61,283.07,282.47,5293799
1/23/18,15:30:00,16:00:00,UTC,283.45,0.49,282.96,283.53,282.84,3757201
1/23/18,16:00:00,16:30:00,UTC,283.34,-0.11,283.46,283.62,283.26,2676645
1/23/18,16:30:00,17:00:00,UTC,283.067,-0.273,283.33,283.38,282.93,2851834
1/23/18,17:00:00,17:30:00,UTC,283.05,-0.017,283.07,283.22,282.945,2160862
1/23/18,17:30:00,18:00:00,UTC,283.09,0.04,283.05,283.18,282.84,2287602
1/23/18,18:00:00,18:30:00,UTC,283.17,0.08,283.09,283.27,282.99,1765341
1/23/18,18:30:00,19:00:00,UTC,283.47,0.3,283.17,283.5,283.14,1584166
1/23/18,19:00:00,19:30:00,UTC,283.14,-0.33,283.47,283.47,282.88,4944775
1/23/18,19:30:00,20:00:00,UTC,283.38,0.24,283.135,283.51,283.08,2984667
1/23/18,20:00:00,20:30:00,UTC,283.3,-0.08,283.37,283.38,283.02,3140324
1/23/18,20:30:00,21:00:00,UTC,283.24,-0.06,283.31,283.54,283.2,14061851
1/24/18,14:30:00,15:00:00,UTC,284.275,1.035,284.02,284.34,283.75,6535768
1/24/18,15:00:00,15:30:00,UTC,284.39,0.115,284.28,284.645,284.21,5194949
1/24/18,15:30:00,16:00:00,UTC,284.18,-0.21,284.39,284.7,284.07,5000665
1/24/18,16:00:00,16:30:00,UTC,283.38,-0.8,284.185,284.35,283.22,8029041
1/24/18,16:30:00,17:00:00,UTC,283.19,-0.19,283.39,283.43,282.38,8723607
1/24/18,17:00:00,17:30:00,UTC,282.79,-0.4,283.19,283.36,282.58,4129560
1/24/18,17:30:00,18:00:00,UTC,282.67,-0.12,282.79,282.88,282.26,4068718
1/24/18,18:00:00,18:30:00,UTC,282.525,-0.145,282.675,282.73,281.84,5537201
1/24/18,18:30:00,19:00:00,UTC,283.15,0.625,282.53,283.42,282.52,7279153
1/24/18,19:00:00,19:30:00,UTC,283.52,0.37,283.145,283.53,282.99,3401644
1/24/18,19:30:00,20:00:00,UTC,283.47,-0.05,283.52,283.76,283.26,3497133
1/24/18,20:00:00,20:30:00,UTC,283.29,-0.18,283.47,283.49,283.105,4316858
1/24/18,20:30:00,21:00:00,UTC,283.12,-0.17,283.29,283.77,283.06,13398055
1/25/18,14:30:00,15:00:00,UTC,282.95,-0.17,284.16,284.27,282.71,7063172
1/25/18,15:00:00,15:30:00,UTC,283.21,0.26,282.94,283.51,282.71,7208439
1/25/18,15:30:00,16:00:00,UTC,283.32,0.11,283.21,283.63,282.92,3133390
1/25/18,16:00:00,16:30:00,UTC,283.56,0.24,283.32,283.67,283.21,3028359
1/25/18,16:30:00,17:00:00,UTC,283.731,0.171,283.56,284.03,283.48,3701640
1/25/18,17:00:00,17:30:00,UTC,283.86,0.129,283.735,284.07,283.68,1937755
1/25/18,17:30:00,18:00:00,UTC,283.61,-0.25,283.84,283.94,283.57,1983217
1/25/18,18:00:00,18:30:00,UTC,283.52,-0.09,283.59,283.741,283.36,1828153
1/25/18,18:30:00,19:00:00,UTC,283.78,0.26,283.515,283.92,283.43,1222970
1/25/18,19:00:00,19:30:00,UTC,283.34,-0.44,283.78,283.855,283.1,3913775
1/25/18,19:30:00,20:00:00,UTC,282.83,-0.51,283.33,283.4,282.64,4195367
1/25/18,20:00:00,20:30:00,UTC,283.1,0.27,282.85,283.24,282.405,4917536
1/25/18,20:30:00,21:00:00,UTC,283.3,0.2,283.1,283.38,282.93,9101343
1/26/18,14:30:00,15:00:00,UTC,284.43,1.13,284.25,284.56,283.96,5000228
1/26/18,15:00:00,15:30:00,UTC,284.26,-0.17,284.44,284.58,284.1,4126495
1/26/18,15:30:00,16:00:00,UTC,284.7,0.44,284.26,284.93,284.25,3666233
1/26/18,16:00:00,16:30:00,UTC,284.81,0.11,284.7,284.85,284.52,2272225
1/26/18,16:30:00,17:00:00,UTC,284.68,-0.13,284.82,284.89,284.53,1822289
1/26/18,17:00:00,17:30:00,UTC,284.88,0.2,284.69,284.9,284.59,1606719
1/26/18,17:30:00,18:00:00,UTC,285.1,0.22,284.88,285.21,284.79,2194192
1/26/18,18:00:00,18:30:00,UTC,285.25,0.15,285.11,285.41,285.105,2228278
1/26/18,18:30:00,19:00:00,UTC,285.46,0.21,285.26,285.535,285.2,1803446
1/26/18,19:00:00,19:30:00,UTC,285.31,-0.15,285.46,285.59,285.22,4348200
1/26/18,19:30:00,20:00:00,UTC,285.5,0.19,285.31,285.58,285.22,3392783
1/26/18,20:00:00,20:30:00,UTC,285.96,0.46,285.495,286.04,285.46,5547635
1/26/18,20:30:00,21:00:00,UTC,286.56,0.6,285.96,286.58,285.87,22330535
1/29/18,14:30:00,15:00:00,UTC,286.27,-0.29,285.93,286.43,285.75,6439315
1/29/18,15:00:00,15:30:00,UTC,285.94,-0.33,286.27,286.3,285.51,5895056
1/29/18,15:30:00,16:00:00,UTC,285.25,-0.69,285.94,285.95,284.95,6184231
1/29/18,16:00:00,16:30:00,UTC,285.36,0.11,285.24,285.53,284.82,5467089
1/29/18,16:30:00,17:00:00,UTC,285.45,0.09,285.36,285.88,285.26,4136536
1/29/18,17:00:00,17:30:00,UTC,285.68,0.23,285.45,285.75,285.24,2887330
1/29/18,17:30:00,18:00:00,UTC,285.93,0.25,285.69,285.98,285.4,2893993
1/29/18,18:00:00,18:30:00,UTC,285.93,0,285.92,286.13,285.83,2360761
1/29/18,18:30:00,19:00:00,UTC,285.735,-0.195,285.92,285.95,285.68,1412080
1/29/18,19:00:00,19:30:00,UTC,285.64,-0.095,285.735,285.93,285.55,2390319
1/29/18,19:30:00,20:00:00,UTC,285.58,-0.06,285.64,285.69,285.26,2643272
1/29/18,20:00:00,20:30:00,UTC,285.14,-0.44,285.58,285.71,285.11,3567235
1/29/18,20:30:00,21:00:00,UTC,284.64,-0.5,285.135,285.28,284.5,17677385
1/30/18,14:30:00,15:00:00,UTC,282,-2.64,282.6,283.29,281.92,17530815
1/30/18,15:00:00,15:30:00,UTC,282.28,0.28,281.96,282.29,281.22,11388104
1/30/18,15:30:00,16:00:00,UTC,282.725,0.445,282.28,282.846,282.02,7270359
1/30/18,16:00:00,16:30:00,UTC,282.27,-0.455,282.735,283,282.17,5629160
1/30/18,16:30:00,17:00:00,UTC,281.98,-0.29,282.27,282.77,281.9,4303689
1/30/18,17:00:00,17:30:00,UTC,281.86,-0.12,281.97,282.22,281.79,3252102
1/30/18,17:30:00,18:00:00,UTC,281.87,0.01,281.85,282.09,281.64,3796797
1/30/18,18:00:00,18:30:00,UTC,281.48,-0.39,281.87,281.89,281.37,4055337
1/30/18,18:30:00,19:00:00,UTC,282.13,0.65,281.478,282.28,281.44,3637632
1/30/18,19:00:00,19:30:00,UTC,282.11,-0.02,282.14,282.52,281.96,4001753
1/30/18,19:30:00,20:00:00,UTC,281.642,-0.468,282.1,282.12,281.52,4152562
1/30/18,20:00:00,20:30:00,UTC,282.08,0.438,281.64,282.17,281.53,3968023
1/30/18,20:30:00,21:00:00,UTC,281.63,-0.45,282.08,282.45,281.58,15303585
1/31/18,14:30:00,15:00:00,UTC,282.76,1.13,282.73,283.3,282.56,6521762
1/31/18,15:00:00,15:30:00,UTC,282.72,-0.04,282.75,283.06,282.41,4739879
1/31/18,15:30:00,16:00:00,UTC,282.29,-0.43,282.72,282.85,282.01,5061119
1/31/18,16:00:00,16:30:00,UTC,281.89,-0.4,282.29,282.32,281.88,3252296
1/31/18,16:30:00,17:00:00,UTC,281.89,0,281.89,282.29,281.87,2992034
1/31/18,17:00:00,17:30:00,UTC,282.15,0.26,281.89,282.26,281.82,1797415
1/31/18,17:30:00,18:00:00,UTC,282.25,0.1,282.16,282.36,282.095,1581074
1/31/18,18:00:00,18:30:00,UTC,282.49,0.24,282.26,282.58,282.2,2729894
1/31/18,18:30:00,19:00:00,UTC,282.25,-0.24,282.49,282.58,282.2,1848230
1/31/18,19:00:00,19:30:00,UTC,281.61,-0.64,282.26,282.79,281.48,7079733
1/31/18,19:30:00,20:00:00,UTC,281.27,-0.34,281.61,281.79,280.69,9136038
1/31/18,20:00:00,20:30:00,UTC,281.45,0.18,281.25,281.49,280.68,10011856
1/31/18,20:30:00,21:00:00,UTC,281.99,0.54,281.44,282.52,281.4,23434661
2/1/18,14:30:00,15:00:00,UTC,281.67,-0.32,281.07,281.92,280.85,7716845
2/1/18,15:00:00,15:30:00,UTC,281.475,-0.195,281.67,281.98,281.35,4074133
2/1/18,15:30:00,16:00:00,UTC,281.63,0.155,281.47,281.736,281.225,3823407
2/1/18,16:00:00,16:30:00,UTC,281.68,0.05,281.62,281.93,281.54,3235987
2/1/18,16:30:00,17:00:00,UTC,282.86,1.18,281.68,282.87,281.64,5254492
2/1/18,17:00:00,17:30:00,UTC,282.685,-0.175,282.87,282.98,282.6,3699270
2/1/18,17:30:00,18:00:00,UTC,282.69,0.005,282.686,282.85,282.61,1819124
2/1/18,18:00:00,18:30:00,UTC,282.92,0.23,282.69,283.06,282.67,2159087
2/1/18,18:30:00,19:00:00,UTC,282.03,-0.89,282.915,282.95,281.91,3795688
2/1/18,19:00:00,19:30:00,UTC,281.72,-0.31,282.03,282.16,281.08,6853889
2/1/18,19:30:00,20:00:00,UTC,282.13,0.41,281.72,282.17,281.5,4306954
2/1/18,20:00:00,20:30:00,UTC,281.31,-0.82,282.13,282.21,281.31,4614358
2/1/18,20:30:00,21:00:00,UTC,281.55,0.24,281.32,281.74,280.68,14674793
2/2/18,14:30:00,15:00:00,UTC,279.38,-2.17,280.08,280.23,279.06,10140831
2/2/18,15:00:00,15:30:00,UTC,279.29,-0.09,279.37,279.39,278.38,10942415
2/2/18,15:30:00,16:00:00,UTC,279.295,0.005,279.3,279.64,278.97,5445840
2/2/18,16:00:00,16:30:00,UTC,278.88,-0.415,279.29,279.5,278.77,4603310
2/2/18,16:30:00,17:00:00,UTC,278.25,-0.63,278.88,279.01,278.24,5130582
2/2/18,17:00:00,17:30:00,UTC,279.1,0.85,278.25,279.14,278.12,5231313
2/2/18,17:30:00,18:00:00,UTC,278.46,-0.64,279.09,279.095,278.45,3486549
2/2/18,18:00:00,18:30:00,UTC,278.115,-0.345,278.46,278.52,277.78,4364695
2/2/18,18:30:00,19:00:00,UTC,277.775,-0.34,278.11,278.32,277.5,6122920
2/2/18,19:00:00,19:30:00,UTC,276.59,-1.185,277.77,277.783,276.5,10626735
2/2/18,19:30:00,20:00:00,UTC,276.33,-0.26,276.6,277.28,276.12,10621080
2/2/18,20:00:00,20:30:00,UTC,276.43,0.1,276.328,276.91,275.66,15189789
2/2/18,20:30:00,21:00:00,UTC,275.54,-0.89,276.43,276.75,275.41,34718974
2/5/18,14:30:00,15:00:00,UTC,273.98,-1.56,273.45,274.2,272.96,16476102
